2023-04-25 13:29:24.581 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:12:27.470 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 18:12:30.843 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:12:30.883 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 24596 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 18:12:30.884 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 18:12:31.598 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 18:12:31.600 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 18:12:31.629 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces.
2023-04-25 18:12:32.205 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 18:12:32.212 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 18:12:32.212 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 18:12:32.212 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 18:12:32.308 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 18:12:32.308 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1393 ms
2023-04-25 18:12:33.954 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@58e5fbe5, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@335896bd, org.springframework.security.web.context.SecurityContextHolderFilter@5454be, org.springframework.security.web.header.HeaderWriterFilter@3cc6f036, org.springframework.security.web.authentication.logout.LogoutFilter@46a97805, top.lilong.security.filter.AuthenticationTokenFilter@17d2b646, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@37dec463, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3bf26810, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6b33892a, org.springframework.security.web.session.SessionManagementFilter@6f785a27, org.springframework.security.web.access.ExceptionTranslationFilter@6f976c, org.springframework.security.web.access.intercept.AuthorizationFilter@67d180e4]
2023-04-25 18:12:34.297 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 18:12:34.317 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 18:12:34.327 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 3.845 seconds (process running for 4.775)
2023-04-25 18:12:43.580 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 18:12:43.581 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 18:12:43.585 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2023-04-25 18:12:44.563 [http-nio-8080-exec-4] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 18:12:44.746 [http-nio-8080-exec-4] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@6435d272
2023-04-25 18:12:44.748 [http-nio-8080-exec-4] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 18:18:07.878 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 18:18:07.933 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 18:18:07.937 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 18:18:13.549 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:18:13.598 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 32740 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 18:18:13.599 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 18:18:14.308 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 18:18:14.310 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 18:18:14.342 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 0 Redis repository interfaces.
2023-04-25 18:18:14.916 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 18:18:14.923 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 18:18:14.924 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 18:18:14.924 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 18:18:15.001 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 18:18:15.002 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1368 ms
2023-04-25 18:18:16.688 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1325f967, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4f356b98, org.springframework.security.web.context.SecurityContextHolderFilter@6942ee48, org.springframework.security.web.header.HeaderWriterFilter@1203d787, org.springframework.security.web.authentication.logout.LogoutFilter@58e5fbe5, top.lilong.security.filter.AuthenticationTokenFilter@50de907a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6abd8bcd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@70cd122, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1ab85862, org.springframework.security.web.session.SessionManagementFilter@5981f2c6, org.springframework.security.web.access.ExceptionTranslationFilter@123c48d0, org.springframework.security.web.access.intercept.AuthorizationFilter@2b6ee447]
2023-04-25 18:18:17.059 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 18:18:17.078 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 18:18:17.088 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 3.917 seconds (process running for 4.986)
2023-04-25 18:18:19.427 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 18:18:19.428 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 18:18:19.438 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2023-04-25 18:18:20.401 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 18:18:20.589 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@4c1e4165
2023-04-25 18:18:20.591 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 18:18:54.139 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 18:18:54.196 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 18:18:54.200 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 18:18:58.132 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:18:58.180 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 12380 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 18:18:58.181 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 18:18:58.919 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 18:18:58.921 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 18:18:58.954 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 0 Redis repository interfaces.
2023-04-25 18:18:59.593 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 18:18:59.601 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 18:18:59.602 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 18:18:59.602 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 18:18:59.687 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 18:18:59.687 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1467 ms
2023-04-25 18:19:02.434 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@719bb60d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5981f2c6, org.springframework.security.web.context.SecurityContextHolderFilter@185a0811, org.springframework.security.web.header.HeaderWriterFilter@49665f92, org.springframework.security.web.authentication.logout.LogoutFilter@1f72fbd1, top.lilong.security.filter.AuthenticationTokenFilter@48ae9e8b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@e2f6a45, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@24cbf894, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@49639118, org.springframework.security.web.session.SessionManagementFilter@4ea43d4d, org.springframework.security.web.access.ExceptionTranslationFilter@195cbf5e, org.springframework.security.web.access.intercept.AuthorizationFilter@3bf26810]
2023-04-25 18:19:02.990 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 18:19:03.019 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 18:19:03.032 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 5.289 seconds (process running for 6.335)
2023-04-25 18:19:03.074 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 18:19:03.075 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 18:19:03.076 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-25 18:19:03.787 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 18:19:03.952 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@1ab6879d
2023-04-25 18:19:03.953 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 18:19:29.589 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 18:19:29.644 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 18:19:29.648 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 18:19:33.136 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:19:33.185 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 21320 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 18:19:33.186 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 18:19:33.934 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 18:19:33.936 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 18:19:33.963 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16 ms. Found 0 Redis repository interfaces.
2023-04-25 18:19:34.586 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 18:19:34.594 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 18:19:34.594 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 18:19:34.594 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 18:19:34.682 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 18:19:34.682 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1450 ms
2023-04-25 18:19:37.016 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@af04f09, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@758d4aa9, org.springframework.security.web.context.SecurityContextHolderFilter@5a6af2c4, org.springframework.security.web.header.HeaderWriterFilter@28d56028, org.springframework.security.web.authentication.logout.LogoutFilter@6f430ea8, top.lilong.security.filter.AuthenticationTokenFilter@7bf65e0f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@14fff5e7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1203d787, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@78e97d4d, org.springframework.security.web.session.SessionManagementFilter@44618fe6, org.springframework.security.web.access.ExceptionTranslationFilter@5e3cb58e, org.springframework.security.web.access.intercept.AuthorizationFilter@7131d668]
2023-04-25 18:19:37.781 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 18:19:37.814 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 18:19:37.826 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 5.097 seconds (process running for 6.139)
2023-04-25 18:19:37.934 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 18:19:37.935 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 18:19:37.936 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-25 18:19:38.874 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 18:19:39.094 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@63ef4966
2023-04-25 18:19:39.096 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 18:20:59.770 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 18:20:59.835 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 18:20:59.840 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 18:33:31.192 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 18:33:31.244 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 33852 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 18:33:31.245 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 18:33:32.064 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 18:33:32.066 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 18:33:32.096 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 0 Redis repository interfaces.
2023-04-25 18:33:32.696 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 18:33:32.704 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 18:33:32.705 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 18:33:32.705 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 18:33:32.796 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 18:33:32.797 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1498 ms
2023-04-25 18:33:34.533 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1293f8d7, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@58e5fbe5, org.springframework.security.web.context.SecurityContextHolderFilter@8f09a02, org.springframework.security.web.header.HeaderWriterFilter@1324e70a, org.springframework.security.web.authentication.logout.LogoutFilter@7131d668, top.lilong.security.filter.AuthenticationTokenFilter@4b343b6d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2dd08ff1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@37dec463, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@335896bd, org.springframework.security.web.session.SessionManagementFilter@1f72fbd1, org.springframework.security.web.access.ExceptionTranslationFilter@4c9ef9c9, org.springframework.security.web.access.intercept.AuthorizationFilter@7816454d]
2023-04-25 18:33:34.958 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 18:33:34.978 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 18:33:34.987 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 4.244 seconds (process running for 5.631)
2023-04-25 18:33:38.662 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 18:33:38.687 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 18:33:38.693 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2023-04-25 18:33:39.622 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 18:33:39.826 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@2edbd5f6
2023-04-25 18:33:39.828 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 19:31:19.173 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 19:31:19.241 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 19:31:19.242 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
2023-04-25 19:44:11.635 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-04-25 19:44:11.693 [main] INFO  top.lilong.ServerApplication - Starting ServerApplication using Java 17.0.5 with PID 9652 (E:\nangong\大三\practise\api-boot2\api-server\target\classes started by 李龙 in E:\nangong\大三\practise\api-boot2)
2023-04-25 19:44:11.694 [main] INFO  top.lilong.ServerApplication - The following 1 profile is active: "dev"
2023-04-25 19:44:12.522 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-25 19:44:12.524 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-25 19:44:12.566 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 30 ms. Found 0 Redis repository interfaces.
2023-04-25 19:44:13.214 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-25 19:44:13.225 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-25 19:44:13.226 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-25 19:44:13.226 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
2023-04-25 19:44:13.331 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-25 19:44:13.332 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1598 ms
2023-04-25 19:44:15.188 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@11a67420, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@663cf5d7, org.springframework.security.web.context.SecurityContextHolderFilter@19213a74, org.springframework.security.web.header.HeaderWriterFilter@44618fe6, org.springframework.security.web.authentication.logout.LogoutFilter@78e97d4d, top.lilong.security.filter.AuthenticationTokenFilter@12214f2f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@719bb60d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5981f2c6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@11b14ae3, org.springframework.security.web.session.SessionManagementFilter@2dd08ff1, org.springframework.security.web.access.ExceptionTranslationFilter@7b0525a8, org.springframework.security.web.access.intercept.AuthorizationFilter@335896bd]
2023-04-25 19:44:15.595 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-25 19:44:15.620 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-25 19:44:15.632 [main] INFO  top.lilong.ServerApplication - Started ServerApplication in 4.419 seconds (process running for 5.64)
2023-04-25 19:44:28.734 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-25 19:44:28.735 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-25 19:44:28.740 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2023-04-25 19:44:29.731 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Starting...
2023-04-25 19:44:29.957 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.pool.HikariPool - MakuHikariCP - Added connection com.mysql.cj.jdbc.ConnectionImpl@63ef4966
2023-04-25 19:44:29.959 [http-nio-8080-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Start completed.
2023-04-25 22:44:38.085 [SpringApplicationShutdownHook] INFO  c.a.c.s.boot.oss.context.OssApplicationListener - 0 OSSClients will be shutdown soon
2023-04-25 22:44:38.217 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown initiated...
2023-04-25 22:44:38.219 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - MakuHikariCP - Shutdown completed.
